90,4/20/2021,P,PJM,On,5/1/2021,5/31/2021,1,30.8,East Power,ICE
91,4/20/2021,P,PJM,On,5/1/2021,5/31/2021,1,30.75,East Power,ICE
92,4/20/2021,P,PJM,On,5/1/2021,5/31/2021,1,30.6,East Power,ICE
93,4/20/2021,NG,HH,N/A,10/1/2021,10/31/2021,31,2.896,East Power,ICE
94,4/20/2021,NG,HH,N/A,1/1/2022,1/31/2022,(31),3.195,East Power,ICE
95,4/20/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.721,East Power,ICE
96,4/20/2021,NG,HH,N/A,10/1/2021,10/31/2021,31,2.891,East Power,ICE
97,4/20/2021,NG,HH,N/A,1/1/2022,1/31/2022,(31),3.194,East Power,ICE
98,4/20/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.713,East Power,ICE
99,4/20/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.716,East Power,ICE
100,4/20/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.717,East Power,ICE
101,4/20/2021,NG,HH,N/A,5/1/2021,5/31/2021,(62),2.715,East Power,ICE
102,4/21/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.681,East Power,ICE
103,4/21/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.687,East Power,ICE
104,4/21/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.68,East Power,ICE
105,4/21/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.672,East Power,ICE
106,4/21/2021,NG,HH,N/A,10/1/2021,10/31/2021,31,2.854,East Power,ICE
107,4/21/2021,NG,HH,N/A,1/1/2022,1/31/2022,(31),3.173,East Power,ICE
108,4/21/2021,NG,HH,N/A,10/1/2021,10/31/2022,31,2.854,East Power,ICE
109,4/21/2021,NG,HH,N/A,1/1/2022,1/31/2022,(31),3.174,East Power,ICE
110,4/21/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.678,East Power,ICE
111,4/21/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.678,East Power,ICE
112,4/21/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.671,East Power,ICE
113,4/21/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.675,East Power,ICE
114,4/21/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.681,East Power,ICE
115,4/21/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.693,East Power,ICE
116,4/22/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.658,East Power,ICE
117,4/22/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.667,East Power,ICE
118,4/22/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.728,East Power,ICE
119,4/22/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.75,East Power,ICE
120,4/22/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.755,East Power,ICE
121,4/22/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),2.924,East Power,ICE
122,4/22/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),2.933,East Power,ICE
123,4/22/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.222,East Power,ICE
124,4/22/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),2.937,East Power,ICE
125,4/23/2021,NG,HH,N/A,10/1/2021,10/31/2021,31,2.918,East Power,ICE
126,4/23/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.744,East Power,ICE
127,4/23/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.731,East Power,ICE
128,4/23/2021,NG,HH,N/A,10/1/2021,10/31/2021,31,2.904,East Power,ICE
129,4/23/2021,NG,HH,N/A,10/1/2021,10/31/2021,31,2.906,East Power,ICE
130,4/23/2021,NG,HH,N/A,1/1/2022,1/31/2022,(31),3.204,East Power,ICE
131,4/23/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.726,East Power,ICE
132,4/23/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.72,East Power,ICE
133,4/26/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.711,East Power,ICE
134,4/26/2021,NG,HH,N/A,5/1/2021,5/31/2021,31,2.708,East Power,ICE
135,4/26/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.718,East Power,ICE
136,4/26/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.75,East Power,ICE
137,4/26/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.76,East Power,ICE
138,4/26/2021,NG,HH,N/A,5/1/2021,5/31/2021,(31),2.765,East Power,ICE
139,4/26/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),2.947,East Power,ICE
140,4/26/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.228,East Power,ICE
141,4/26/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),2.945,East Power,ICE
142,4/26/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.226,East Power,ICE
143,4/27/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.898,East Power,ICE
144,4/27/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.912,East Power,ICE
145,4/27/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),2.99,East Power,ICE
146,4/27/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.258,East Power,ICE
147,4/27/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),2.982,East Power,ICE
148,4/27/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.25,East Power,ICE
149,4/27/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),2.989,East Power,ICE
150,4/27/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.255,East Power,ICE
151,4/27/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),2.998,East Power,ICE
152,4/27/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.263,East Power,ICE
153,4/27/2021,P,PJM,On,5/1/2021,5/31/2021,(5),31.8,East Power,ICE
154,4/27/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.932,East Power,ICE
155,4/27/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3,East Power,ICE
156,4/27/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.264,East Power,ICE
157,4/27/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.926,East Power,ICE
158,4/27/2021,P,PJM,On,5/1/2021,5/31/2021,2,31.7,East Power,ICE
159,4/27/2021,P,PJM,On,5/1/2021,5/31/2021,2,31.65,East Power,ICE
160,4/27/2021,P,PJM,On,5/1/2021,5/31/2021,1,31.6,East Power,ICE
161,4/27/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),2.993,East Power,ICE
162,4/27/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.261,East Power,ICE
163,4/27/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.93,East Power,ICE
164,4/27/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),2.999,East Power,ICE
165,4/27/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.262,East Power,ICE
166,4/27/2021,P,PJM,On,5/1/2021,5/31/2021,(2),31.7,East Power,ICE
167,4/27/2021,P,PJM,On,5/1/2021,5/31/2021,(1),31.75,East Power,ICE
168,4/27/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.929,East Power,ICE
169,4/27/2021,P,PJM,On,5/1/2021,5/31/2021,1,31.55,East Power,ICE
170,4/27/2021,P,PJM,On,5/1/2021,5/31/2021,1,31.5,East Power,ICE
171,4/27/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.927,East Power,ICE
172,4/28/2021,P,PJM,On,5/1/2021,5/31/2021,(1),32.45,East Power,ICE
173,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.025,East Power,ICE
174,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.288,East Power,ICE
175,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.031,East Power,ICE
176,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.293,East Power,ICE
177,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.03,East Power,ICE
178,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.292,East Power,ICE
179,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.029,East Power,ICE
180,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.291,East Power,ICE
181,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.028,East Power,ICE
182,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.29,East Power,ICE
183,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.03,East Power,ICE
184,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.292,East Power,ICE
185,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.022,East Power,ICE
186,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.284,East Power,ICE
187,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.022,East Power,ICE
188,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.283,East Power,ICE
189,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.016,East Power,ICE
190,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.278,East Power,ICE
191,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.011,East Power,ICE
192,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.274,East Power,ICE
193,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.011,East Power,ICE
194,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.274,East Power,ICE
195,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(31),3.007,East Power,ICE
196,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,31,3.271,East Power,ICE
197,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(62),3.002,East Power,ICE
198,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,62,3.267,East Power,ICE
199,4/28/2021,NG,HH,N/A,10/1/2021,10/31/2021,(124),3.001,East Power,ICE
200,4/28/2021,NG,HH,N/A,1/1/2022,1/31/2022,124,3.266,East Power,ICE
201,4/28/2021,P,PJM,On,5/1/2021,5/31/2021,1,31.8,East Power,ICE
202,4/28/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.96,East Power,ICE
203,4/28/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.955,East Power,ICE
204,4/28/2021,P,PJM,On,5/1/2021,5/31/2021,1,31.7,East Power,ICE
205,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.929,East Power,ICE
206,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.948,East Power,ICE
207,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.936,East Power,ICE
208,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.902,East Power,ICE
209,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.91,East Power,ICE
210,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.904,East Power,ICE
211,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.888,East Power,ICE
212,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.881,East Power,ICE
213,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.889,East Power,ICE
214,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.88,East Power,ICE
215,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.898,East Power,ICE
216,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.904,East Power,ICE
217,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.902,East Power,ICE
218,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.899,East Power,ICE
219,4/29/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.893,East Power,ICE
220,4/30/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.908,East Power,ICE
221,4/30/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.93,East Power,ICE
222,4/30/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.927,East Power,ICE
223,4/30/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.927,East Power,ICE
224,4/30/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.921,East Power,ICE
225,4/30/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.919,East Power,ICE
226,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.915,East Power,ICE
227,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.91,East Power,ICE
228,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.912,East Power,ICE
229,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.925,East Power,ICE
230,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.934,East Power,ICE
231,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.937,East Power,ICE
232,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.93,East Power,ICE
233,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.957,East Power,ICE
234,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.96,East Power,ICE
235,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.957,East Power,ICE
236,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.949,East Power,ICE
237,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.96,East Power,ICE
238,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.954,East Power,ICE
239,5/3/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.953,East Power,ICE
240,5/4/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.943,East Power,ICE
241,5/4/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.98,East Power,ICE
242,5/4/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.971,East Power,ICE
243,5/4/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.98,East Power,ICE
244,5/4/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.987,East Power,ICE
245,5/4/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.983,East Power,ICE
246,5/4/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.977,East Power,ICE
247,5/4/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.97,East Power,ICE
248,5/4/2021,P,PJM,On,6/1/2021,6/30/2021,(15),31.5,East Power,ICAP
249,5/4/2021,P,PJM,On,6/1/2021,6/30/2021,5,31.4,East Power,ICE
250,5/4/2021,P,PJM,On,6/1/2021,6/30/2021,2,31.35,East Power,ICE
251,5/4/2021,P,PJM,On,6/1/2021,6/30/2021,2,31.45,East Power,ICE
252,5/4/2021,P,PJM,On,6/1/2021,6/30/2021,2,31.4,East Power,ICE
253,5/4/2021,P,PJM,On,6/1/2021,6/30/2021,5,31.35,East Power,ICE
254,5/4/2021,P,PJM,On,6/1/2021,6/30/2021,(12),31.45,East Power,ICAP
255,5/4/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.935,East Power,ICE
256,5/4/2021,P,PJM,On,6/1/2021,6/30/2021,(10),31.35,East Power,ICE
257,5/4/2021,P,PJM,On,6/1/2021,6/30/2021,(4),31.4,East Power,ICE
258,5/4/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.946,East Power,ICE
259,5/4/2021,P,PJM,On,6/1/2021,6/30/2021,(3),31.55,East Power,ICE
260,5/4/2021,P,PJM,On,6/1/2021,6/30/2021,1,31.45,East Power,ICE
261,5/4/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.957,East Power,ICE
262,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,1,31.35,East Power,ICE
263,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,1,31.3,East Power,ICE
264,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,1,31.2,East Power,ICE
265,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,(10),31.15,East Power,ICE
266,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,(5),31.25,East Power,ICE
267,5/5/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.95,East Power,ICE
268,5/5/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.941,East Power,ICE
269,5/5/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.933,East Power,ICE
270,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,(1),31.5,East Power,ICE
271,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,1,31.5,East Power,ICE
272,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,(1),31.5,East Power,ICE
273,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,(1),31.6,East Power,ICE
274,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,(1),31.75,East Power,ICE
275,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,(1),31.8,East Power,ICE
276,5/5/2021,P,PJM,On,6/1/2021,6/30/2021,(1),31.3,East Power,ICE
277,5/6/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.919,East Power,ICE
278,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,(1),31.9,East Power,ICE
279,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,(1),31.95,East Power,ICE
280,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,(9),31.95,East Power,ICAP
281,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,2,31.85,East Power,ICAP
282,5/6/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.919,East Power,ICE
283,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,(1),32,East Power,ICE
284,5/6/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.948,East Power,ICE
285,5/6/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.96,East Power,ICE
286,5/6/2021,NG,HH,N/A,6/1/2021,6/30/2021,30,2.95,East Power,ICE
287,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,1,31.9,East Power,ICE
288,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,1,31.85,East Power,ICE
289,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,(1),32.1,East Power,ICE
290,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,(1),32.2,East Power,ICE
291,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,(1),32.45,East Power,ICE
292,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,5,32.55,East Power,ICE
293,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,5,32.5,East Power,ICE
294,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,1,32.45,East Power,ICE
295,5/6/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.93,East Power,ICE
296,5/6/2021,P,PJM,On,6/1/2021,6/30/2021,(6),32.45,East Power,ICE
297,5/6/2021,NG,HH,N/A,6/1/2021,6/30/2021,(30),2.925,East Power,ICE
